"#","St","ML #","Property Sub Type","Subdivision Name","Close Date","List Price","Close Price","RMS Total","Address","City","Year Built","DOM","List Agent Full Name","List Agent Mls Id","Co List Agent Mls Id","Buyer Agent Full Name","Buyer Agent Mls Id","Co Buyer Agent Mls Id","District"
"501","S","A2089973","Detached","Rundle","11/03/2023","$480,000.00","$510,000.00","1,150","127 Rundlemere Road NE","Calgary","1977","2","Nathan Chen","CCHENNA","","Anmol Ghattarora","CGHATTAN","","CAL Zone NE"
"501","S","A2088345","Detached","Huntington Hills","11/09/2023","$459,900.00","$510,000.00","1,128","516 Hunts Crescent NW","Calgary","1967","14","Evita Trawinski","CTRAWIEV1","","Evita Trawinski","CTRAWIEV1","","CAL Zone N"
"501","S","A2088160","Detached","Country Hills","11/23/2023","$529,900.00","$510,000.00","1,466","7 Country Hills Link","Calgary","1997","34","Rashpal Gill","CGILLRA8","","Dayna Moritz","CMORITDA","","CAL Zone N"
"501","S","A2086818","Detached","Sundance","11/03/2023","$525,000.00","$510,000.00","1,064","73 Sundown Close SE","Calgary","1990","22","Audrey MacDougall","CMACDOAU","","Cathy Pigeon","CPIGEOCA","","CAL Zone S"
"501","S","A2085905","Detached","Forest Lawn","11/23/2023","$513,900.00","$510,000.00","878","2424 39 Street SE","Calgary","1958","42","Timothy Polanik","CPOLANTI","CWATSOCA","Baldev Heer","CSINGHBA","","CAL Zone E"
"501","S","A2077425","Detached","McKenzie Lake","11/18/2023","$509,900.00","$510,000.00","1,475","214 Mt Lorette Close SE","Calgary","1993","78","Les Kiss","CKISSLE","","Olubunmi Ayoola-Ogunlade","CAYOOLOL","","CAL Zone SE"
"501","S","A2066578","Detached","Ranchlands","11/29/2023","$529,000.00","$510,000.00","1,526","223 Ranchview Court NW","Calgary","1977","132","Edmond Lee","CLEEED","CLEUNGCH2","Debbie Rice","CRICEDE","","CAL Zone NW"
"501","S","A2091398","Detached","McKenzie Towne","11/11/2023","$490,000.00","$509,000.00","1,436","21 Prestwick Mount SE","Calgary","2005","8","Dan Saklofske","CSAKLODA","","Vishnu Vardhan Gabbula","CGABBUVI","","CAL Zone SE"
"501","S","A2087979","Detached","Mayland Heights","11/21/2023","$499,900.00","$508,000.00","1,040","1915 Matheson Drive NE","Calgary","1965","35","Michael Orechow","CORECHMI","","Amandeep Walia","CAWLAAM","","CAL Zone NE"
"501","S","A2088497","Detached","Forest Heights","11/15/2023","$510,000.00","$507,500.00","1,086","5236 5 Avenue SE","Calgary","1975","26","Gloria Santana","CSANTAGL","","Kunwar Dhillon","CDHILLKU1","","CAL Zone E"
